Return_ID,Order_ID,Product_ID,Return_Date,Return_Quantity,Return_Reason,Refund_Amount
R10427,SO51152,P1455,07-Sep-2025,1,Size Issue,32750
R10428,SO34823,P1200,23-Sep-2025,1,Damaged,13090
R10429,SO61223,P1959,27-Apr-2025,2,Quality Issue,41140
R10430,SO17878,P1680,17-Jun-2025,5,Not Required,221950
R10431,SO60933,P1744,04-Apr-2025,11,Not Required,31900
R10432,SO49147,P1255,25-Nov-2025,3,Damaged,58860
R10433,SO32440,P1518,16-Aug-2025,5,Defective,218200
R10434,SO26159,P1477,15-Dec-2025,7,Quality Issue,119210
R10435,SO66576,P1491,22-May-2025,1,Wrong Item,76420
R10436,SO46215,P1840,20-Dec-2025,2,Damaged,142200
R10437,SO68856,P1779,08-Aug-2025,2,Quality Issue,21280
R10438,SO69875,P1039,01-Oct-2025,2,Quality Issue,62620
R10439,SO39588,P1838,23-Mar-2025,8,Wrong Item,32240
R10440,SO49000,P1374,14-Mar-2025,1,Quality Issue,51750
R10441,SO24815,P1749,09-Dec-2025,7,Not Required,184940
R10442,SO21688,P1527,11-Jan-2026,7,Defective,8610
R10443,SO22634,P1527,05-Apr-2025,11,Late Delivery,13530
R10444,SO17349,P1120,23-Jan-2025,1,Quality Issue,23360
R10445,SO29905,P1055,21-Feb-2025,12,Defective,757440
R10446,SO16931,P1851,19-Jun-2025,6,Quality Issue,153240
R10447,SO40435,P1051,17-Apr-2025,2,Damaged,70240
R10448,SO38199,P1095,09-Jul-2025,4,Quality Issue,88000
R10449,SO59163,P1858,21-Oct-2025,5,Late Delivery,345000
R10450,SO25741,P1280,11-Nov-2025,9,Late Delivery,292860
R10451,SO62194,P1467,22-Jan-2025,3,Size Issue,85830
R10452,SO59464,P1431,02-Aug-2025,1,Defective,66980
R10453,SO45871,P1962,05-Jun-2025,5,Wrong Item,169200
R10454,SO39675,P1413,21-Mar-2025,10,Defective,73100
R10455,SO24388,P1710,12-Nov-2025,1,Wrong Item,36020
R10456,SO33686,P1242,19-Mar-2025,3,Not Required,35370
R10457,SO18172,P1171,09-Sep-2025,13,Defective,529750
R10458,SO36698,P1173,05-Sep-2025,9,Wrong Item,622170
R10459,SO30983,P1561,11-Nov-2025,3,Damaged,164760
R10460,SO64682,P1710,20-Feb-2025,4,Quality Issue,144080
R10461,SO62072,P1080,08-Sep-2025,3,Size Issue,134160
R10462,SO18915,P1892,24-May-2025,10,Wrong Item,278800
R10463,SO58746,P1020,17-May-2025,17,Defective,1056890
R10464,SO22285,P1338,24-Apr-2025,5,Size Issue,27000
R10465,SO27639,P1585,11-Oct-2025,5,Quality Issue,286900
R10466,SO64862,P1301,01-Oct-2025,14,Not Required,327040
R10467,SO68494,P1424,26-Dec-2025,5,Size Issue,300300
R10468,SO54891,P1824,16-Nov-2025,11,Damaged,103840
R10469,SO51219,P1162,03-Jun-2025,11,Defective,209000
R10470,SO37180,P1922,18-Mar-2025,5,Damaged,163150
R10471,SO35264,P1844,27-Sep-2025,12,Not Required,301200
R10472,SO55017,P1227,10-Aug-2025,12,Late Delivery,617040
R10473,SO18870,P1031,10-Mar-2025,5,Late Delivery,306200
R10474,SO44792,P1241,10-Nov-2025,2,Not Required,94820
R10475,SO49194,P1104,29-Mar-2025,8,Damaged,57360
R10476,SO31538,P1559,11-Dec-2025,4,Size Issue,290480
R10477,SO35758,P1860,11-Aug-2025,2,Defective,135340
R10478,SO49290,P1015,20-Nov-2025,8,Size Issue,365760
R10479,SO28501,P1865,18-Feb-2025,7,Quality Issue,519960
R10480,SO60085,P1923,30-Nov-2025,3,Damaged,113280
R10481,SO44751,P1224,12-Apr-2025,4,Wrong Item,78560
R10482,SO17815,P1735,06-Aug-2025,14,Size Issue,324100
R10483,SO54841,P1519,10-Feb-2025,2,Quality Issue,27600
R10484,SO50489,P1148,16-Aug-2025,4,Wrong Item,220040
R10485,SO15842,P1824,17-Aug-2025,2,Wrong Item,18880
R10486,SO10313,P1786,31-May-2025,11,Not Required,769450
R10487,SO41673,P1080,23-May-2025,11,Defective,491920
R10488,SO69308,P1912,27-Aug-2025,3,Wrong Item,164190
R10489,SO68904,P1173,18-Jan-2025,7,Damaged,483910
R10490,SO20947,P1233,31-Mar-2025,1,Not Required,12070
R10491,SO11802,P1485,14-Mar-2025,3,Quality Issue,162030
R10492,SO51322,P1214,02-Aug-2025,16,Damaged,438720
R10493,SO62930,P1383,25-Nov-2025,4,Defective,199000
R10494,SO63004,P1389,13-Dec-2025,5,Size Issue,92950
R10495,SO28327,P1734,11-Sep-2025,2,Late Delivery,115140
R10496,SO33263,P1359,03-Oct-2025,1,Size Issue,3100
R10497,SO11186,P1727,06-Nov-2025,10,Defective,689800
R10498,SO48935,P1553,06-Oct-2025,15,Damaged,213150
R10499,SO47147,P1952,23-Jun-2025,1,Defective,37450
R10500,SO32271,P1518,23-Apr-2025,7,Defective,305480
R10501,SO52009,P1551,27-Jun-2025,1,Not Required,47820
R10502,SO57592,P1262,25-Jun-2025,9,Not Required,288000
R10503,SO11725,P1918,11-Jun-2025,15,Late Delivery,22050
R10504,SO58988,P1549,09-Mar-2025,5,Quality Issue,215100
R10505,SO68768,P1667,12-Jun-2025,5,Quality Issue,28000
R10506,SO61952,P1154,26-Nov-2025,3,Damaged,73680
R10507,SO64742,P1078,16-Sep-2025,1,Wrong Item,13620
R10508,SO30386,P1658,30-Nov-2025,2,Damaged,71240
R10509,SO66176,P1727,19-Mar-2025,8,Wrong Item,551840
R10510,SO40126,P1086,31-Oct-2025,3,Damaged,191400
R10511,SO69479,P1576,14-Jul-2025,4,Wrong Item,128680
R10512,SO57047,P1197,19-Jul-2025,9,Size Issue,414540
R10513,SO31785,P1474,23-Sep-2025,12,Size Issue,830640
R10514,SO34578,P1551,07-Jul-2025,1,Not Required,47820
R10515,SO60661,P1895,08-Feb-2025,2,Wrong Item,105580
R10516,SO12612,P1309,20-Jun-2025,6,Late Delivery,204180
R10517,SO54869,P1281,23-Mar-2025,2,Late Delivery,2380
R10518,SO45584,P1814,25-Jul-2025,3,Late Delivery,129720
R10519,SO36748,P1985,06-Jul-2025,14,Late Delivery,1132880
R10520,SO25244,P1611,31-Jul-2025,2,Late Delivery,50280
R10521,SO57181,P1157,03-Apr-2025,18,Not Required,114120
R10522,SO36416,P1575,31-Jul-2025,1,Damaged,9550
R10523,SO43095,P1111,28-Jul-2025,12,Defective,838800
R10524,SO16960,P1068,22-Oct-2025,5,Quality Issue,89650
R10525,SO22949,P1056,21-Sep-2025,9,Quality Issue,645210
R10526,SO39978,P1109,28-Jan-2025,3,Defective,132330
R10527,SO37684,P1658,21-Aug-2025,10,Damaged,356200
R10528,SO63698,P1205,20-Nov-2025,5,Defective,19250
R10529,SO34454,P1904,25-Oct-2025,4,Quality Issue,165440
R10530,SO53106,P1978,24-Feb-2025,3,Defective,46020
R10531,SO45101,P1040,22-Oct-2025,6,Size Issue,105120
R10532,SO54743,P1782,19-Jul-2025,1,Not Required,10480
R10533,SO20721,P1262,16-Jan-2025,7,Size Issue,224000
R10534,SO62229,P1901,12-Aug-2025,7,Late Delivery,22120
R10535,SO44670,P1935,23-Mar-2025,13,Defective,402220
R10536,SO53070,P1089,13-Nov-2025,1,Quality Issue,32340
R10537,SO35491,P1140,24-Nov-2025,11,Size Issue,388190
R10538,SO58386,P1053,21-Nov-2025,5,Quality Issue,146600
R10539,SO17106,P1450,14-Nov-2025,1,Late Delivery,10380
R10540,SO39313,P1426,25-Aug-2025,4,Size Issue,250160
R10541,SO66933,P1347,02-Jan-2026,9,Not Required,413820
R10542,SO49460,P1514,11-Nov-2025,18,Size Issue,128340
R10543,SO18120,P1273,08-Apr-2025,9,Defective,417960
R10544,SO66257,P1702,09-Oct-2025,14,Defective,39340
R10545,SO62900,P1641,07-Nov-2025,1,Defective,24890
R10546,SO55331,P1492,06-May-2025,1,Late Delivery,42640
R10547,SO41329,P1562,20-Feb-2025,1,Quality Issue,54300
R10548,SO36539,P1670,03-Nov-2025,1,Damaged,28370
R10549,SO17636,P1392,23-Oct-2025,2,Wrong Item,62900
R10550,SO68004,P1395,22-Nov-2025,1,Damaged,49600
R10551,SO68766,P1916,26-Nov-2025,9,Size Issue,673740
R10552,SO28017,P1002,05-Mar-2025,6,Damaged,394440
R10553,SO35072,P1183,17-Mar-2025,8,Size Issue,104480
R10554,SO11986,P1754,17-Nov-2025,1,Not Required,860
R10555,SO47400,P1326,26-Jan-2025,4,Damaged,45160
R10556,SO25503,P1743,13-Mar-2025,19,Not Required,778620
R10557,SO53045,P1167,07-Nov-2025,1,Late Delivery,22070
R10558,SO12106,P1371,20-Dec-2025,3,Damaged,224940
R10559,SO52896,P1350,23-Mar-2025,5,Wrong Item,251300
R10560,SO16269,P1738,13-Mar-2025,8,Quality Issue,91920
R10561,SO18524,P1187,27-Aug-2025,17,Defective,499970
R10562,SO11034,P1498,24-May-2025,4,Wrong Item,271440
R10563,SO67331,P1899,10-Apr-2025,9,Wrong Item,606420
R10564,SO43571,P1356,09-Jun-2025,2,Size Issue,53280
R10565,SO59518,P1943,17-Sep-2025,2,Wrong Item,85420
R10566,SO25772,P1852,29-Dec-2025,2,Defective,74320
R10567,SO62812,P1459,29-Jan-2025,14,Damaged,344120
R10568,SO66475,P1643,06-May-2025,3,Wrong Item,203100
R10569,SO51195,P1968,31-Jan-2025,1,Size Issue,45550
R10570,SO63426,P1992,01-Sep-2025,9,Wrong Item,619560
R10571,SO29740,P1465,05-Jun-2025,3,Not Required,29940
R10572,SO59838,P1536,20-Jan-2025,6,Late Delivery,348540
R10573,SO69339,P1406,13-Jan-2025,2,Damaged,148580
R10574,SO63439,P1373,08-Feb-2025,16,Size Issue,1067200
R10575,SO48657,P1091,05-Jan-2025,1,Defective,17630
R10576,SO22496,P1663,19-Dec-2025,2,Not Required,81680
R10577,SO39564,P1417,02-Mar-2025,18,Wrong Item,299160
R10578,SO26151,P1985,03-Dec-2025,6,Defective,485520
R10579,SO30893,P1739,15-May-2025,4,Size Issue,117280
R10580,SO54222,P1013,30-Jun-2025,9,Damaged,513360
R10581,SO21931,P1675,06-Oct-2025,1,Damaged,46850
R10582,SO38712,P1093,02-Mar-2025,7,Size Issue,103250
R10583,SO33379,P1266,10-Jun-2025,12,Defective,98880
R10584,SO32570,P1165,21-Jan-2025,2,Quality Issue,36720
R10585,SO32957,P1295,24-Jan-2025,6,Damaged,32400
R10586,SO12495,P1464,12-Mar-2025,2,Late Delivery,16680
R10587,SO67504,P1637,11-Apr-2025,2,Wrong Item,15240
R10588,SO27314,P1504,04-Sep-2025,1,Late Delivery,40580
R10589,SO68828,P1746,07-Apr-2025,1,Size Issue,63070
R10590,SO24545,P1924,28-Apr-2025,9,Quality Issue,519660
R10591,SO12197,P1211,05-Sep-2025,3,Defective,15390
R10592,SO28055,P1472,16-Mar-2025,3,Not Required,28620
R10593,SO45448,P1542,15-May-2025,2,Size Issue,158480
R10594,SO19713,P1220,25-Jan-2025,1,Wrong Item,72730
R10595,SO27344,P1898,16-Nov-2025,14,Late Delivery,380100
R10596,SO12142,P1481,05-Nov-2025,5,Defective,232150
R10597,SO17318,P1285,17-Nov-2025,15,Quality Issue,549000
R10598,SO42459,P1556,17-Oct-2025,9,Quality Issue,404910
R10599,SO62036,P1594,24-Oct-2025,1,Not Required,54740
R10600,SO61717,P1162,29-Jun-2025,9,Wrong Item,171000
R10601,SO52876,P1278,31-Mar-2025,6,Defective,328260
R10602,SO68866,P1278,13-Jul-2025,1,Wrong Item,54710
R10603,SO20861,P1911,10-Jul-2025,4,Wrong Item,192120
R10604,SO57989,P1819,10-Dec-2025,8,Size Issue,488320
R10605,SO32252,P1619,12-Aug-2025,4,Size Issue,96000
R10606,SO46924,P1829,16-Jan-2025,3,Not Required,119520
R10607,SO57026,P1240,28-Feb-2025,2,Not Required,42080
R10608,SO16116,P1201,31-Aug-2025,7,Late Delivery,557690
R10609,SO10292,P1201,05-Oct-2025,14,Defective,1115380
R10610,SO66951,P1644,11-Dec-2025,11,Late Delivery,362780
R10611,SO59623,P1309,22-Nov-2025,10,Wrong Item,340300
R10612,SO40100,P1997,11-Apr-2025,8,Size Issue,211440
R10613,SO20525,P1828,19-Oct-2025,12,Quality Issue,54480
R10614,SO10019,P1198,11-Jun-2025,4,Defective,72160
R10615,SO14577,P1902,07-Jul-2025,1,Wrong Item,57060
R10616,SO44804,P1451,20-Jul-2025,2,Late Delivery,120880
R10617,SO34504,P1080,13-Feb-2025,1,Wrong Item,44720
R10618,SO59645,P1567,07-Mar-2025,3,Size Issue,22950
R10619,SO52942,P1493,09-Aug-2025,10,Damaged,209200
R10620,SO66937,P1849,24-Jul-2025,3,Quality Issue,81420
R10621,SO64928,P1598,23-Jul-2025,1,Quality Issue,38460
R10622,SO57766,P1206,17-Aug-2025,1,Defective,68840
R10623,SO47366,P1246,22-Sep-2025,16,Quality Issue,434880
R10624,SO24754,P1637,30-May-2025,9,Wrong Item,68580
R10625,SO17468,P1649,20-Apr-2025,2,Defective,84620
R10626,SO50018,P1941,16-Feb-2025,11,Late Delivery,625900
R10627,SO50935,P1287,09-Mar-2025,16,Wrong Item,98400
R10628,SO44891,P1005,14-Aug-2025,2,Quality Issue,76660
R10629,SO47267,P1095,04-Jun-2025,1,Late Delivery,22000
R10630,SO62183,P1922,29-Jun-2025,18,Defective,587340
R10631,SO69896,P1869,30-Dec-2025,14,Late Delivery,749980
R10632,SO43924,P1308,28-Jul-2025,16,Size Issue,160000
R10633,SO53372,P1841,16-Jul-2025,4,Late Delivery,80960
R10634,SO27015,P1898,18-Sep-2025,7,Wrong Item,190050
R10635,SO48335,P1614,27-Mar-2025,2,Damaged,9780
R10636,SO61974,P1215,08-May-2025,7,Not Required,419580
R10637,SO20346,P1339,23-Apr-2025,7,Not Required,467950
R10638,SO26211,P1746,31-Jan-2025,3,Not Required,189210
R10639,SO34513,P1283,29-Nov-2025,1,Wrong Item,51090
R10640,SO45883,P1777,27-Aug-2025,8,Not Required,319120
R10641,SO53935,P1840,08-Oct-2025,5,Not Required,355500
R10642,SO10793,P1215,13-May-2025,2,Wrong Item,119880
R10643,SO58849,P1452,07-Jun-2025,7,Late Delivery,487900
R10644,SO24558,P1238,27-Dec-2025,4,Damaged,89000
R10645,SO63796,P1944,19-Jan-2025,2,Not Required,76460
R10646,SO36467,P1160,08-Jan-2026,9,Defective,168840
R10647,SO45765,P1206,09-Jan-2026,4,Size Issue,275360
R10648,SO24071,P1880,08-May-2025,1,Defective,41440
R10649,SO69629,P1285,26-Aug-2025,6,Wrong Item,219600
R10650,SO11798,P1374,22-Oct-2025,1,Damaged,51750
R10651,SO51621,P1844,25-Nov-2025,5,Wrong Item,125500
R10652,SO22279,P1398,08-Oct-2025,15,Size Issue,177150
R10653,SO18463,P1329,05-Apr-2025,1,Damaged,6730
R10654,SO11826,P1001,27-Aug-2025,15,Not Required,710400
R10655,SO56969,P1290,03-May-2025,6,Damaged,404820
R10656,SO43009,P1125,25-Jun-2025,2,Late Delivery,22600
R10657,SO27028,P1461,13-Aug-2025,10,Wrong Item,126000
R10658,SO55111,P1477,24-Oct-2025,11,Late Delivery,187330
R10659,SO17075,P1596,08-Nov-2025,8,Wrong Item,297680
R10660,SO32859,P1391,14-Jul-2025,1,Wrong Item,54400
R10661,SO10535,P1109,06-Jan-2025,8,Damaged,352880
R10662,SO67431,P1165,25-Apr-2025,15,Late Delivery,275400
R10663,SO38488,P1007,30-Dec-2025,2,Wrong Item,43860
R10664,SO65191,P1503,29-Apr-2025,3,Not Required,129600
R10665,SO51597,P1074,02-Jan-2026,6,Damaged,285660
R10666,SO31281,P1839,14-Oct-2025,5,Quality Issue,25600
R10667,SO18702,P1926,10-May-2025,6,Damaged,3420
R10668,SO13596,P1520,05-Aug-2025,1,Late Delivery,3590
R10669,SO23430,P1153,05-Nov-2025,7,Late Delivery,343490
R10670,SO53612,P1983,15-Jul-2025,1,Wrong Item,82620
R10671,SO48756,P1093,08-Jun-2025,12,Not Required,177000
R10672,SO28397,P1986,11-Aug-2025,1,Defective,63390
R10673,SO68555,P1117,11-Jun-2025,2,Late Delivery,127560
R10674,SO60156,P1953,28-Apr-2025,2,Wrong Item,130320
R10675,SO20448,P1116,10-Nov-2025,11,Late Delivery,136620
R10676,SO53470,P1806,20-Jan-2025,5,Size Issue,186650
R10677,SO17258,P1513,13-Apr-2025,14,Not Required,106260
R10678,SO25840,P1531,01-Sep-2025,10,Defective,50500
R10679,SO66153,P1858,04-Mar-2025,1,Not Required,69000
R10680,SO30800,P1182,22-Oct-2025,1,Late Delivery,63060
R10681,SO11441,P1749,01-May-2025,7,Size Issue,184940
R10682,SO56498,P1801,05-Jul-2025,5,Damaged,329950
R10683,SO61884,P1939,06-May-2025,1,Quality Issue,59020
R10684,SO20025,P1646,05-Jul-2025,8,Wrong Item,416800
R10685,SO66439,P1739,15-Jan-2026,5,Damaged,146600
R10686,SO27876,P1025,04-Nov-2025,17,Damaged,649230
R10687,SO51493,P1830,21-Nov-2025,3,Size Issue,77040
R10688,SO26446,P1844,10-Mar-2025,4,Late Delivery,100400
R10689,SO33020,P1746,11-Sep-2025,10,Damaged,630700
R10690,SO48241,P1139,01-Mar-2025,7,Late Delivery,38850
R10691,SO58051,P1685,05-Jun-2025,1,Wrong Item,32050
R10692,SO41380,P1829,08-May-2025,6,Not Required,239040
R10693,SO62670,P1460,11-May-2025,3,Not Required,110520
R10694,SO29870,P1314,18-Jul-2025,4,Quality Issue,19920
R10695,SO62076,P1115,06-Mar-2025,3,Not Required,47550
R10696,SO47705,P1545,08-Oct-2025,6,Damaged,81060
R10697,SO52226,P1403,17-Jun-2025,1,Late Delivery,25340
R10698,SO49553,P1737,19-Feb-2025,1,Damaged,30260
R10699,SO69237,P1145,22-Feb-2025,11,Wrong Item,53790
R10700,SO16544,P1251,01-Dec-2025,1,Defective,48220
R10701,SO41522,P1814,04-Nov-2025,9,Wrong Item,389160
R10702,SO45278,P1317,08-Nov-2025,18,Late Delivery,1080900
R10703,SO43011,P1784,23-May-2025,3,Damaged,149580
R10704,SO16475,P1618,17-Dec-2025,6,Defective,304440
R10705,SO16093,P1611,19-May-2025,2,Damaged,50280
R10706,SO68025,P1844,08-Sep-2025,5,Size Issue,125500
R10707,SO31728,P1838,20-Nov-2025,3,Defective,12090
R10708,SO67891,P1676,02-Jul-2025,10,Size Issue,697700
R10709,SO14496,P1555,03-Apr-2025,5,Quality Issue,174900
R10710,SO41988,P1640,14-Apr-2025,10,Size Issue,259800
R10711,SO12272,P1276,10-Aug-2025,12,Late Delivery,53760
R10712,SO51397,P1612,27-Mar-2025,7,Size Issue,28280
R10713,SO66120,P1266,01-Jul-2025,4,Defective,32960
R10714,SO18253,P1309,20-Mar-2025,8,Wrong Item,272240
R10715,SO49918,P1451,21-Oct-2025,11,Damaged,664840
R10716,SO18151,P1947,25-May-2025,19,Quality Issue,675450
R10717,SO48383,P1490,20-Dec-2025,6,Defective,60300
R10718,SO63673,P1442,02-Oct-2025,13,Size Issue,258440
R10719,SO13933,P1884,03-Feb-2025,3,Defective,43830
R10720,SO61782,P1839,04-Nov-2025,1,Not Required,5120
R10721,SO21600,P1517,01-May-2025,4,Damaged,80720
R10722,SO66956,P1306,18-Oct-2025,8,Size Issue,203680
R10723,SO62744,P1228,04-Nov-2025,10,Wrong Item,482600
R10724,SO32481,P1038,27-Nov-2025,8,Late Delivery,208240
R10725,SO19970,P1628,16-Aug-2025,2,Defective,95780
R10726,SO12026,P1933,09-May-2025,11,Defective,65780
R10727,SO23512,P1440,04-Sep-2025,2,Not Required,46800
R10728,SO64183,P1506,04-Jul-2025,1,Wrong Item,19630
R10729,SO31589,P1589,10-May-2025,7,Damaged,117460
R10730,SO57041,P1408,20-Apr-2025,2,Late Delivery,110260
R10731,SO50658,P1214,09-Mar-2025,2,Quality Issue,54840
R10732,SO67253,P1112,01-Feb-2025,2,Late Delivery,74280
R10733,SO19657,P1949,04-Apr-2025,12,Wrong Item,355920
R10734,SO49980,P1230,15-Oct-2025,6,Damaged,223980
R10735,SO66312,P1812,25-Feb-2025,7,Defective,474250
R10736,SO52375,P1375,28-Aug-2025,6,Quality Issue,76560
R10737,SO21506,P1255,10-Mar-2025,6,Size Issue,117720
R10738,SO56809,P1090,02-Jan-2026,7,Size Issue,389760
R10739,SO39113,P1793,11-Apr-2025,8,Size Issue,479120
R10740,SO25665,P1627,04-Feb-2025,14,Not Required,862260
R10741,SO64606,P1668,23-Jul-2025,14,Not Required,259840
R10742,SO54374,P1294,02-Sep-2025,3,Not Required,158310
R10743,SO40652,P1040,03-Feb-2025,3,Damaged,52560
R10744,SO28772,P1762,08-Jan-2026,11,Late Delivery,268620
R10745,SO64470,P1548,18-Jun-2025,1,Damaged,52390
R10746,SO46125,P1457,01-Aug-2025,1,Wrong Item,25680
R10747,SO24162,P1914,01-Oct-2025,1,Damaged,67240
R10748,SO38068,P1646,15-Mar-2025,9,Defective,468900
R10749,SO61501,P1136,22-Jan-2025,8,Damaged,102400
R10750,SO57865,P1202,17-Oct-2025,2,Late Delivery,139920
R10751,SO28775,P1300,19-Jun-2025,13,Defective,177320
R10752,SO22160,P1674,16-Nov-2025,2,Quality Issue,78040
R10753,SO65516,P1526,17-Nov-2025,2,Defective,12480
R10754,SO59175,P1169,30-Sep-2025,2,Not Required,124300
R10755,SO52935,P1228,21-Feb-2025,7,Not Required,337820
R10756,SO28528,P1327,24-May-2025,2,Wrong Item,8200
R10757,SO54823,P1324,12-Apr-2025,1,Defective,67080
R10758,SO65094,P1902,01-May-2025,6,Wrong Item,342360
R10759,SO67242,P1187,25-Jan-2025,16,Damaged,470560
R10760,SO50980,P1606,09-Feb-2025,13,Not Required,235820
R10761,SO59610,P1778,07-Nov-2025,10,Not Required,371200
R10762,SO11684,P1174,12-Apr-2025,5,Quality Issue,77450
R10763,SO50034,P1131,14-Jan-2025,4,Late Delivery,20360
R10764,SO47703,P1314,31-Jul-2025,4,Not Required,19920
R10765,SO48060,P1065,02-Mar-2025,6,Quality Issue,193620
R10766,SO23035,P1955,22-Mar-2025,3,Size Issue,101160
R10767,SO29394,P1644,28-Dec-2025,1,Size Issue,32980
R10768,SO56521,P1682,11-Jan-2026,8,Size Issue,194320
R10769,SO50450,P1259,03-May-2025,10,Quality Issue,628400
R10770,SO67717,P1902,22-Sep-2025,5,Defective,285300
R10771,SO51415,P1529,16-Aug-2025,3,Defective,195720
R10772,SO49639,P1296,07-Dec-2025,11,Wrong Item,632390
R10773,SO17290,P1157,07-Sep-2025,2,Not Required,12680
R10774,SO27171,P1674,25-Nov-2025,2,Defective,78040
R10775,SO48692,P1800,08-Dec-2025,3,Size Issue,158280
R10776,SO18159,P1961,09-Apr-2025,2,Late Delivery,43520
R10777,SO46264,P1704,26-Dec-2025,2,Damaged,18700
R10778,SO42441,P1863,06-Jun-2025,2,Wrong Item,29140
R10779,SO65837,P1528,30-Aug-2025,14,Defective,541100
R10780,SO20031,P1734,29-Apr-2025,1,Late Delivery,57570
R10781,SO26237,P1676,02-Aug-2025,1,Size Issue,69770
R10782,SO60697,P1139,24-Oct-2025,1,Wrong Item,5550
R10783,SO66544,P1590,02-Oct-2025,1,Damaged,35190
R10784,SO49949,P1578,18-Nov-2025,1,Quality Issue,7210
R10785,SO27244,P1057,01-Jul-2025,1,Wrong Item,420
R10786,SO65153,P1396,20-Mar-2025,2,Damaged,15200
R10787,SO37311,P1740,10-Feb-2025,1,Late Delivery,35670
R10788,SO47815,P1197,17-Mar-2025,7,Size Issue,322420
R10789,SO12437,P1395,31-May-2025,1,Size Issue,49600
R10790,SO19363,P1095,11-Feb-2025,4,Size Issue,88000
R10791,SO63807,P1133,09-Nov-2025,2,Size Issue,145840
R10792,SO21342,P1437,16-Feb-2025,1,Defective,61490
R10793,SO62858,P1408,20-Sep-2025,7,Size Issue,385910
R10794,SO56235,P1748,17-Jan-2025,3,Late Delivery,34110
R10795,SO33059,P1362,05-Jun-2025,9,Size Issue,586170
R10796,SO37891,P1143,08-Nov-2025,1,Quality Issue,44490
R10797,SO60678,P1985,27-Jul-2025,12,Wrong Item,971040
R10798,SO14659,P1324,05-May-2025,7,Defective,469560
R10799,SO48725,P1174,01-Jan-2026,4,Quality Issue,61960
R10800,SO18841,P1261,05-Sep-2025,7,Defective,76090
R10801,SO34389,P1946,01-Sep-2025,4,Wrong Item,170760
R10802,SO49779,P1186,02-Jun-2025,4,Not Required,240480
R10803,SO38792,P1688,17-Dec-2025,6,Damaged,44640
R10804,SO14651,P1482,12-Aug-2025,3,Defective,207360
R10805,SO23829,P1901,24-Feb-2025,4,Not Required,12640
R10806,SO65428,P1607,07-Feb-2025,1,Quality Issue,71230
R10807,SO15622,P1653,02-Dec-2025,10,Late Delivery,716300
R10808,SO43784,P1546,07-Oct-2025,3,Defective,141900
R10809,SO10794,P1606,05-Jan-2026,1,Not Required,18140
R10810,SO29330,P1478,24-May-2025,5,Quality Issue,127200
R10811,SO26693,P1242,26-Aug-2025,4,Defective,47160
R10812,SO26535,P1242,23-Jul-2025,3,Late Delivery,35370
R10813,SO28480,P1494,24-Nov-2025,4,Quality Issue,103560
R10814,SO18460,P1742,13-Feb-2025,13,Defective,973830
R10815,SO55964,P1623,11-Jan-2025,9,Not Required,616410
R10816,SO35461,P1548,07-Jun-2025,9,Late Delivery,471510
R10817,SO52809,P1526,04-May-2025,2,Quality Issue,12480
R10818,SO49990,P1394,13-Oct-2025,4,Defective,174200
R10819,SO64614,P1768,07-Nov-2025,8,Defective,373040
R10820,SO68207,P1027,12-May-2025,4,Defective,127520
R10821,SO49764,P1645,18-Apr-2025,1,Late Delivery,61850
R10822,SO48086,P1123,06-Aug-2025,2,Damaged,123780
R10823,SO20235,P1135,17-Apr-2025,11,Size Issue,570460
R10824,SO63278,P1565,14-Aug-2025,8,Quality Issue,20000
R10825,SO63519,P1287,01-Dec-2025,1,Not Required,6150
R10826,SO61163,P1685,03-Nov-2025,15,Quality Issue,480750
R10827,SO25300,P1050,08-Dec-2025,1,Late Delivery,26540
R10828,SO30334,P1058,24-Feb-2025,6,Not Required,309780
R10829,SO58455,P1485,13-Jun-2025,4,Size Issue,216040
R10830,SO33555,P1649,31-Oct-2025,7,Damaged,296170
R10831,SO19395,P1300,08-Sep-2025,4,Late Delivery,54560
R10832,SO39969,P1915,22-Sep-2025,3,Defective,44070
R10833,SO21341,P1775,05-Aug-2025,11,Wrong Item,751960
R10834,SO16083,P1688,25-Oct-2025,2,Wrong Item,14880
R10835,SO62130,P1963,15-Jul-2025,11,Not Required,280610
R10836,SO54825,P1646,23-Sep-2025,7,Wrong Item,364700
R10837,SO29092,P1735,17-Sep-2025,1,Wrong Item,23150
R10838,SO57714,P1560,16-Dec-2025,9,Wrong Item,79560
R10839,SO66584,P1161,02-May-2025,2,Quality Issue,34860
R10840,SO12690,P1650,05-Jan-2026,4,Wrong Item,184960
R10841,SO56008,P1835,07-Mar-2025,7,Late Delivery,38150
R10842,SO67106,P1593,12-Dec-2025,4,Late Delivery,124600
R10843,SO69722,P1061,30-Dec-2025,7,Defective,268870
R10844,SO48034,P1916,14-Feb-2025,5,Late Delivery,374300
R10845,SO17088,P1191,20-Sep-2025,1,Damaged,62870
